track.name,track.id,track.popularity,href,id,name,type,uri,external_urls.spotify,song_id,song_name,popularity
,,,https://api.spotify.com/v1/artists/7urq0VfqxEYEEiZUkebXT4,7urq0VfqxEYEEiZUkebXT4,112,artist,spotify:artist:7urq0VfqxEYEEiZUkebXT4,https://open.spotify.com/artist/7urq0VfqxEYEEiZUkebXT4,3QHONiXGMGU3z68mQInncF,"I'll Be Missing You (feat. Faith Evans, 112)",76.0
,,,https://api.spotify.com/v1/artists/2qk9voo8llSGYcZ6xrBzKx,2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,artist,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,https://open.spotify.com/artist/2qk9voo8llSGYcZ6xrBzKx,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,85.0
,,,https://api.spotify.com/v1/artists/6ltcwvni6HdZAJaWhmIvNR,6ltcwvni6HdZAJaWhmIvNR,Gino Vannelli,artist,spotify:artist:6ltcwvni6HdZAJaWhmIvNR,https://open.spotify.com/artist/6ltcwvni6HdZAJaWhmIvNR,1dm00I58PW9kfpQ7su2opJ,Wild Horses,42.0
,,,https://api.spotify.com/v1/artists/5a2EaR3hamoenG9rDuVn8j,5a2EaR3hamoenG9rDuVn8j,Prince,artist,spotify:artist:5a2EaR3hamoenG9rDuVn8j,https://open.spotify.com/artist/5a2EaR3hamoenG9rDuVn8j,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,68.0
,,,https://api.spotify.com/v1/artists/40Yq4vzPs9VNUrIBG5Jr2i,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,artist,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,https://open.spotify.com/artist/40Yq4vzPs9VNUrIBG5Jr2i,0Wl42CUb1phIU9O2aR1wXI,Disarm,52.0
,,,https://api.spotify.com/v1/artists/5os0Ltvz8Q8BvXOPOd1frx,5os0Ltvz8Q8BvXOPOd1frx,Inner Circle,artist,spotify:artist:5os0Ltvz8Q8BvXOPOd1frx,https://open.spotify.com/artist/5os0Ltvz8Q8BvXOPOd1frx,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),46.0
,,,https://api.spotify.com/v1/artists/3mY9Ii0cL5SQxpOTAm8SHx,3mY9Ii0cL5SQxpOTAm8SHx,Warren Zevon,artist,spotify:artist:3mY9Ii0cL5SQxpOTAm8SHx,https://open.spotify.com/artist/3mY9Ii0cL5SQxpOTAm8SHx,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London,56.0
,,,https://api.spotify.com/v1/artists/0GByy3DcfbQwDvXGCWmzv9,0GByy3DcfbQwDvXGCWmzv9,Pretenders,artist,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,https://open.spotify.com/artist/0GByy3DcfbQwDvXGCWmzv9,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,66.0
,,,https://api.spotify.com/v1/artists/7Js6Lde8thlIHXggv2SCBz,7Js6Lde8thlIHXggv2SCBz,Europe,artist,spotify:artist:7Js6Lde8thlIHXggv2SCBz,https://open.spotify.com/artist/7Js6Lde8thlIHXggv2SCBz,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,80.0
,,,https://api.spotify.com/v1/artists/7CCn4PFRRRZF127jtCBAUe,7CCn4PFRRRZF127jtCBAUe,The Lovin' Spoonful,artist,spotify:artist:7CCn4PFRRRZF127jtCBAUe,https://open.spotify.com/artist/7CCn4PFRRRZF127jtCBAUe,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,68.0
,,,https://api.spotify.com/v1/artists/5Y5TRrQiqgUO4S36tzjIRZ,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,artist,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ,6ucR4KfvsBFWCMVFDvyKKl,Apologize,75.0
